species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_Mari6_Mari5_0, 0.107, 0, 0.021, 0.043, 0.102, 0, 0.107, 0.039, 0.08
Node_Meth2_Meth1_0, 1.312, 0.006, 0.139, 0.197, 1, 0, 1.312, 1.098, 0.242
Node_Meth4_Meth3_0, 1.034, 0.002, 0.081, 0.087, 1, 0, 1.034, 1.016, 0.049
Node_Meth5_Meth2_0, 1.203, 0.007, 0.333, 0.214, 0.997, 0, 1.203, 0.34, 0.865
Node_Meth5_Meth4_0, 1.064, 0.004, 0.21, 0.14, 1, 0, 1.064, 1.04, 0.067
Node_Meth5_NitsA1_0, 1.46, 0.018, 1.231, 0.437, 0.885, 0, 1.46, 1.145, 0.3
Node_Meth5_SZUA1_0, 0.664, 0.026, 1.071, 0.22, 0.517, 0, 0.664, 0.249, 0.387
Node_Meth5_Sche1_0, 1.322, 0.002, 0.457, 0.222, 0.878, 0, 1.322, 1.014, 0.317
Node_MyxA1_MyxA2_0, 1.081, 0.005, 0.099, 0.091, 1, 0, 1.081, 1.037, 0.061
Node_MyxA1_MyxA4_0, 1.114, 0.002, 0.781, 0.237, 0.999, 0, 1.114, 0.186, 0.936
Node_MyxA2_MyxA3_0, 1.226, 0.005, 0.058, 0.104, 1, 0, 1.226, 1.039, 0.198
Node_Myxo10_Bdell6_0, 1.279, 0.01, 0.679, 0.392, 0.809, 0, 1.279, 1.18, 0.088
Node_Myxo10_MyxA1_0, 0.957, 0.01, 0.49, 0.251, 0.711, 0, 0.957, 0.788, 0.158
Node_Myxo10_Myxo11_0, 1.069, 0.009, 0.149, 0.23, 0.733, 0, 1.069, 0.814, 0.252
Node_Myxo10_Myxo14_0, 1.635, 0.031, 0.189, 0.292, 0.892, 0, 1.635, 0.877, 0.724
Node_Myxo10_Myxo15_0, 2.335, 0.024, 0.678, 0.858, 0.975, 0, 2.335, 1.737, 0.6
Node_Myxo10_Myxo17_0, 2.389, 0.068, 0.186, 0.745, 0.978, 0, 2.389, 1.427, 0.872
Node_Myxo11_Bdell13_0, 0.315, 0.002, 0.793, 0.289, 0.285, 0, 0.315, 0.287, 0.037
Node_Myxo11_Myxo13_0, 0.016, 0, 0.078, 0.062, 0.016, 0, 0.016, 0.007, 0.043
Node_Myxo11_Myxo8_0, 0.051, 0.001, 0.286, 0.097, 0.051, 0, 0.051, 0.042, 0.021
Node_Myxo14_Myxo2_0, 1.151, 0.008, 0.138, 0.247, 0.734, 0, 1.151, 0.779, 0.367
Node_Myxo14_Myxo3_0, 1.386, 0.01, 0.535, 0.345, 0.881, 0, 1.386, 1.109, 0.276
Node_Myxo14_Myxo5_0, 1.64, 0.007, 0.589, 0.192, 1, 0, 1.64, 0.572, 1.071
Node_Myxo14_Myxo6_0, 1.325, 0.006, 0.571, 0.247, 1, 0, 1.325, 1.108, 0.25
Node_Myxo14_Myxo9_0, 0.914, 0, 0.574, 0.396, 0.666, 0, 0.914, 0.83, 0.102
Node_Myxo15_Myxo18_0, 2.245, 0.02, 0.724, 1.028, 1, 0, 2.245, 1.64, 0.614
Node_Myxo17_Myxo19_0, 3.753, 1.386, 0.796, 0.915, 1, 0, 3.753, 1.149, 0.774
Node_Myxo2_Myxo1_0, 0.976, 0.002, 0.576, 0.356, 0.693, 0, 0.976, 0.597, 0.399
Node_Myxo8_Myxo7_0, 0.017, 0, 0.069, 0.063, 0.017, 0, 0.017, 0.006, 0.035
Node_Nitr10_Nitr3_0, 1.031, 0, 0.042, 0.057, 0.999, 0, 1.031, 1.005, 0.06
Node_Nitr10_Nitr4_0, 1.013, 0, 0.063, 0.066, 1, 0, 1.013, 1.004, 0.039
Node_Nitr10_Nitr6_0, 1.023, 0.003, 0.066, 0.07, 1, 0, 1.023, 1.001, 0.055
Node_Nitr14_CG294X1_0, 1.284, 0.01, 1.147, 0.427, 0.98, 0, 1.284, 1.221, 0.048
Node_Nitr14_Meth5_0, 2.373, 0.022, 1.431, 0.757, 0.989, 0, 2.373, 2.286, 0.058
Node_Nitr14_Nitr12_0, 0.225, 0.001, 1.024, 0.074, 0.219, 0, 0.225, 0.071, 0.175
