species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_ProtA34_DesuB4_0, 2.978, 0.025, 0.323, 0.756, 0.995, 0, 2.978, 2.845, 0.107
Node_ProtA34_DesuC2_0, 1.982, 0.021, 1.086, 0.543, 0.955, 0, 1.982, 1.885, 0.069
Node_ProtA34_J088X1_0, 1.124, 0.013, 0.977, 0.495, 0.879, 0, 1.124, 1.007, 0.106
Node_ProtA34_Nitr14_0, 3.89, 0.107, 0.357, 0.749, 1, 0, 3.89, 3.625, 0.075
Node_ProtA34_ProtA13_0, 1.756, 0.014, 0.241, 0.186, 0.983, 0, 1.756, 1.679, 0.075
Node_ProtA34_ProtA16_0, 1.908, 0.042, 0.303, 0.337, 1, 0, 1.908, 1.713, 0.138
Node_ProtA34_ProtA18_0, 2.137, 0.848, 0.049, 0.392, 0.999, 0, 2.137, 0.495, 0.167
Node_ProtA34_ProtA26_0, 1.001, 0.025, 0.112, 0.157, 0.92, 0, 1.001, 0.908, 0.052
Node_ProtA34_ProtA38_0, 2.031, 0.391, 0.786, 0.395, 1, 0, 2.031, 1.071, 0.289
Node_ProtA34_ProtA39_0, 1.171, 0.147, 0.045, 0.196, 0.945, 0, 1.171, 0.829, 0.068
Node_ProtA34_ProtA40_0, 1.077, 0, 0.747, 0.17, 0.823, 0, 1.077, 1.032, 0.068
