species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_ProtA19_ProtA20_0, 0.003, 0, 0.002, 0.001, 0.003, 0, 0.003, 0.001, 0.003
Node_ProtA19_ProtA3_0, 0.003, 0, 0.008, 0.006, 0.003, 0, 0.003, 0, 0.006
Node_ProtA19_ProtA46_0, 0.006, 0, 0.006, 0.005, 0.006, 0, 0.006, 0.001, 0.01
Node_ProtA19_ProtA49_0, 0.007, 0, 0.007, 0.005, 0.007, 0, 0.007, 0.002, 0.008
Node_ProtA19_ProtA56_0, 0.002, 0, 0.006, 0.004, 0.002, 0, 0.002, 0, 0.005
Node_ProtA19_ProtA68_0, 0.004, 0, 0.005, 0.007, 0.004, 0, 0.004, 0.001, 0.006
Node_ProtA19_ProtA74_0, 0.002, 0, 0.002, 0.002, 0.002, 0, 0.002, 0.002, 0
Node_ProtA19_ProtA75_0, 0.001, 0, 0.004, 0.003, 0.001, 0, 0.001, 0.001, 0.003
Node_ProtA20_ProtA11_0, 0.002, 0, 0.005, 0.009, 0.002, 0, 0.002, 0.001, 0.004
Node_ProtA20_ProtA5_0, 0.003, 0, 0.006, 0.004, 0.003, 0, 0.003, 0, 0.007
Node_ProtA26_ProtA37_0, 0, 0, 0.004, 0.003, 0, 0, 0, 0, 0.001
Node_ProtA26_ProtA45_0, 0.003, 0, 0.012, 0.007, 0.003, 0, 0.003, 0.002, 0.002
Node_ProtA27_ProtA21_0, 0.002, 0, 0.002, 0.003, 0.002, 0, 0.002, 0.001, 0.002
Node_ProtA30_ProtA35_0, 0.002, 0, 0.001, 0.001, 0.002, 0, 0.002, 0, 0.002
Node_ProtA34_Acid38_0, 0.788, 0.287, 0.005, 0.11, 0.459, 0.008, 0.788, 0.113, 0.332
Node_ProtA34_Chry1_0, 0.166, 0.019, 0.012, 0.03, 0.142, 0.006, 0.166, 0.051, 0.094
Node_ProtA34_DesuB4_0, 3.937, 0.116, 0.348, 2.005, 1, 0, 3.937, 3.711, 0.021
Node_ProtA34_DesuC2_0, 2.954, 0.046, 1.039, 0.74, 1, 0, 2.954, 2.862, 0.01
Node_ProtA34_J088X1_0, 2.328, 0.035, 0.69, 0.834, 1, 0, 2.328, 2.236, 0.029
Node_ProtA34_Nitr14_0, 3.32, 1.996, 0.038, 1.374, 0.999, 0, 3.32, 0.396, 0.574
Node_ProtA34_ProtA13_0, 0.006, 0, 0.007, 0.006, 0.006, 0, 0.006, 0.003, 0.005
Node_ProtA34_ProtA16_0, 0.008, 0, 0.004, 0.003, 0.008, 0, 0.008, 0.003, 0.007
Node_ProtA34_ProtA18_0, 0.002, 0, 0.008, 0.007, 0.002, 0, 0.002, 0.001, 0.005
Node_ProtA34_ProtA26_0, 0.013, 0, 0.043, 0.023, 0.013, 0, 0.013, 0.013, 0.002
Node_ProtA34_ProtA38_0, 0.005, 0, 0.003, 0.002, 0.005, 0, 0.005, 0.001, 0.006
Node_ProtA34_ProtA39_0, 0.005, 0, 0.011, 0.004, 0.005, 0, 0.005, 0.003, 0.003
Node_ProtA34_ProtA40_0, 0.003, 0, 0.009, 0.008, 0.003, 0, 0.003, 0, 0.006
Node_ProtA34_ProtA43_0, 0.003, 0, 0.001, 0.001, 0.003, 0, 0.003, 0.002, 0.001
Node_ProtA34_ProtA9_0, 0.054, 0, 0.179, 0.082, 0.054, 0, 0.054, 0.052, 0.006
Node_ProtA34_ProtG30_0, 2.151, 0.032, 0.24, 0.634, 1, 0, 2.151, 2.067, 0.031
Node_ProtA34_ProtM1_0, 1.165, 0.011, 1, 0.593, 0.976, 0, 1.165, 1.143, 0.003
